Customer_ID,Customer_Name,DeliveryBoy_ID,DeliveryBoy_Name,Route_No,Customer_Status,Month,Year,Billing_Date,Delivery_Days,Daily_Milk_Litre,Total_Morning_Litre,Price_Per_Litre,Opening_Balance,Bill_Amount,Payment_Received,Closing_Balance,Payment_Mode,Payment_Status,Delivery_Type,Commission_Rate,Commission_Amount
C1077,Mahesh Solanki,DB007,Karan Gohil,27,Active,February,2026,25-02-2026,28,2.5,70,65,50.92,4550,4460.4,140.52,Cash,Pending,Commission,6,273
C1077,Mahesh Solanki,DB007,Karan Gohil,27,Active,January,2026,25-01-2026,30,2.5,75,65,140.52,4875,4841.77,173.75,UPI,Partial,Commission,6,292.5
C1078,Ketan Vekariya,DB001,Amit Patel,28,Active,March,2026,29-03-2026,23,0.5,11.5,65,249.83,747.5,847.33,150,Cash,Pending,Commission,5,37.38
C1078,Ketan Vekariya,DB001,Amit Patel,28,Active,April,2026,29-04-2026,,0.5,13,65,150,845,836.56,158.44,UPI,Partial,Commission,5,42.25
C1078,Ketan Vekariya,DB001,Amit Patel,28,Active,June,2026,30-06-2026,28,0.5,14,65,158.44,910,1039.86,28.58,UPI,Pending,Commission,5,45.5
C1079,Deepak Gohil,DB002,Rahul Parmar,29,Active,February,2026,27-02-2026,26,1.5,39,58,286.17,2262,2445.72,102.45,Cash,Partial,Fixed Salary,0,0
C1079,Deepak Gohil,DB002,Rahul Parmar,29,Active,January,2026,25-01-2026,29,1.5,43.5,58,,2523,2460.23,165.22,Cash,Pending,Fixed Salary,0,0
C1079,Deepak Gohil,DB002,Rahul Parmar,29,Active,March,2026,29-03-2026,28,1.5,42,58,165.22,2436,2500.06,101.16,Cash,Pending,Fixed Salary,0,0
C1080,Chirag Thakkar,DB003,Jignesh Solanki,30,Active,January,2026,29-01-2026,19,1,19,60,-67.05,1140,954.13,118.82,Cash,Partial,Commission,4,45.6
C1080,Chirag Thakkar,DB003,Jignesh Solanki,30,Active,April,2026,27-04-2026,7,1,7,60,118.82,420,495.68,43.14,Bank Transfer,Pending,Commission,4,16.8
C1080,Chirag Thakkar,DB003,Jignesh Solanki,30,Active,May,2026,29-05-2026,15,1,15,60,43.14,900,921.09,22.05,UPI,Partial,Commission,4,36
C1081,Manish Prajapati,DB004,Hardik Chauhan,31,Active,June,2026,26-06-2026,13,1.5,19.5,65,46.34,1267.5,1044.52,269.32,Bank Transfer,Partial,Fixed Salary,0,0
C1081,Manish Prajapati,DB004,Hardik Chauhan,31,Active,January,2026,25-01-2026,,1.5,19.5,65,269.32,1267.5,1465.75,71.07,UPI,Partial,Fixed Salary,0,0
C1081,Manish Prajapati,DB004,Hardik Chauhan,31,Active,April,2026,29-04-2026,17,1.5,25.5,65,71.07,1657.5,1594.19,134.38,Bank Transfer,Pending,Fixed Salary,0,0
C1081,Manish Prajapati,DB004,Hardik Chauhan,31,Active,February,2026,26-02-2026,15,1.5,22.5,65,134.38,1462.5,1567.01,29.87,UPI,Partial,Fixed Salary,0,0
C1081,Manish Prajapati,DB004,Hardik Chauhan,31,Active,May,2026,30-05-2026,6,1.5,9,65,29.87,585,591.08,23.79,Bank Transfer,Pending,Fixed Salary,0,0
C1082,Jayesh Rabari,DB005,Mehul Joshi,32,Active,January,2026,29-01-2026,31,1.5,46.5,60,331.49,2790,3113.36,8.13,Cash,Pending,Commission,5,139.5
C1082,Jayesh Rabari,DB005,Mehul Joshi,32,Active,February,2026,28-02-2026,28,1.5,42,60,8.13,2520,2288.02,240.11,UPI,Partial,Commission,5,126
C1082,Jayesh Rabari,DB005,Mehul Joshi,32,Active,March,2026,31-03-2026,29,1.5,43.5,60,240.11,2610,2823.95,26.16,Bank Transfer,Pending,Commission,5,130.5
C1082,Jayesh Rabari,DB005,Mehul Joshi,32,Active,May,2026,28-05-2026,30,1.5,45,60,26.16,2700,,296.35,Cash,Pending,Commission,5,135
C1083,Naresh Bhatti,DB006,Vishal Rabari,33,Active,April,2026,25-04-2026,30,1.5,45,58,393.14,2610,2785.9,217.24,Cash,Partial,Fixed Salary,0,0
C1083,Naresh Bhatti,DB006,Vishal Rabari,33,Active,May,2026,27-05-2026,29,1.5,43.5,58,217.24,2523,2693.38,46.86,UPI,Partial,Fixed Salary,0,0
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,February,2026,27-02-2026,26,1.5,39,64,173.67,2496,2436.87,232.8,Cash,PAID,Commission,6,149.76
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,May,2026,27-05-2026,30,1.5,45,64,232.8,2880,2955.8,157,Cash,Partial,Commission,6,172.8
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,March,2026,26-03-2026,29,1.5,43.5,64,157,2784,2773.56,167.44,UPI,Pending,Commission,6,167.04
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,January,2026,29-01-2026,31,1.5,46.5,64,167.44,2976,3074.99,68.45,UPI,Partial,Commission,6,178.56
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,June,2026,29-06-2026,28,1.5,42,64,68.45,2688,2719.78,36.67,Bank Transfer,Partial,Commission,6,161.28
C1084,Rajesh Prajapati,DB007,Karan Gohil,34,Active,April,2026,30-04-2026,28,1.5,42,64,36.67,2688,2646.94,77.73,Bank Transfer,Pending,Commission,6,161.28
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,January,2026,26-01-2026,28,3,84,60,278.5,5040,5044.79,273.71,,Pending,Commission,5,252
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,March,2026,30-03-2026,25,3,75,60,273.71,4500,4536.76,236.95,UPI,Partial,Commission,5,225
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,February,2026,28-02-2026,25,3,75,60,236.95,4500,4732.32,4.63,Bank Transfer,Paid,Commission,5,225
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,April,2026,29-04-2026,27,3,81,60,4.63,4860,4605.41,259.22,UPI,Partial,Commission,5,243
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,May,2026,25-05-2026,26,3,78,60,259.22,4680,4816.24,122.98,Cash,Partial,Commission,5,234
C1085,Hemant Solanki,DB001,Amit Patel,35,Active,June,2026,26-06-2026,24,3,72,60,122.98,4320,4436.75,6.23,Bank Transfer,Pending,Commission,5,216
C1086,Dharmesh Rabari,DB002,Rahul Parmar,36,Active,April,2026,27-04-2026,28,1.5,42,60,203.49,2520,2443.32,280.17,Cash,Partial,Fixed Salary,0,0
C1086,Dharmesh Rabari,DB002,Rahul Parmar,36,Active,February,2026,26-02-2026,22,1.5,33,60,280.17,1980,2233.64,26.53,UPI,Pending,Fixed Salary,0,0
C1086,Dharmesh Rabari,DB002,Rahul Parmar,36,Active,May,2026,26-05-2026,24,1.5,36,60,26.53,2160,2090.6,95.93,Bank Transfer,Pending,Fixed Salary,0,0
C1086,Dharmesh Rabari,DB002,Rahul Parmar,36,Active,June,2026,25-06-2026,26,1.5,39,60,95.93,2340,2420.29,15.64,UPI,Pending,Fixed Salary,0,0
C1087,Vijay Vyas,DB003,Jignesh Solanki,37,Active,June,2026,29-06-2026,28,1,28,64,-73.11,1792,1678.87,40.02,Cash,Partial,Commission,4,71.68
C1087,Vijay Vyas,DB003,Jignesh Solanki,37,Active,January,2026,30-01-2026,31,1,31,64,40.02,1984,1918.52,105.5,UPI,Pending,Commission,4,79.36
C1087,Vijay Vyas,DB003,Jignesh Solanki,37,Active,May,2026,27-05-2026,30,1,30,64,105.5,1920,1998.43,27.07,Cash,Pending,Commission,4,76.8
C1087,Vijay Vyas,DB003,Jignesh Solanki,37,Active,April,2026,25-04-2026,28,1,28,64,27.07,1792,1643.49,175.58,UPI,Partial,Commission,4,71.68
C1088,Rajesh Joshi,DB004,Hardik Chauhan,38,Active,January,2026,26-01-2026,29,1,29,65,234.13,1885,1855.56,263.57,UPI,Pending,Fixed Salary,0,0
C1088,Rajesh Joshi,DB004,Hardik Chauhan,38,Active,March,2026,30-03-2026,31,1,31,65,263.57,2015,2150.03,128.54,UPI,Partial,Fixed Salary,0,0
C1089,Mitesh Patel,DB005,Mehul Joshi,39,Active,January,2026,27-01-2026,13,2.5,32.5,65,141.46,2112.5,2042.89,211.07,UPI,Paid,Commission,5,105.62
C1089,Mitesh Patel,DB005,Mehul Joshi,39,Active,March,2026,28-03-2026,7,2.5,17.5,65,211.07,1137.5,1058.67,289.9,UPI,Partial,Commission,5,56.88
C1089,Mitesh Patel,DB005,Mehul Joshi,39,Active,February,2026,25-02-2026,17,2.5,42.5,65,289.9,2762.5,2885.41,166.99,Cash,Pending,Commission,5,138.12
C1089,Mitesh Patel,DB005,Mehul Joshi,39,Active,June,2026,29-06-2026,15,2.5,37.5,65,166.99,2437.5,2398.05,206.44,Bank Transfer,Pending,Commission,5,121.88
C1089,Mitesh Patel,DB005,Mehul Joshi,39,Active,May,2026,31-05-2026,14,2.5,35,65,206.44,2275,2316.8,164.64,Bank Transfer,Pending,Commission,5,113.75
C1090,Ketan Rathod,DB006,Vishal Rabari,40,Active,February,2026,27-02-2026,28,2,56,62,147,3472,3617.42,1.58,Bank Transfer,Paid,Fixed Salary,0,0
C1090,Ketan Rathod,DB006,Vishal Rabari,40,Active,April,2026,26-04-2026,30,2,60,62,,3720,3538.31,183.27,Cash,Partial,Fixed Salary,0,0
C1090,Ketan Rathod,DB006,Vishal Rabari,40,Active,May,2026,30-05-2026,31,2,62,62,183.27,3844,3992.42,34.85,Bank Transfer,Partial,Fixed Salary,0,0
C1090,Ketan Rathod,DB006,Vishal Rabari,40,Active,June,2026,30-06-2026,28,2,56,62,34.85,3472,3385.1,121.75,Bank Transfer,Pending,Fixed Salary,0,0
C1090,Ketan Rathod,DB006,Vishal Rabari,40,Active,January,2026,28-01-2026,31,2,62,62,121.75,3844,3833.02,132.73,Bank Transfer,Pending,Fixed Salary,0,0
C1091,Manish Gohil,DB007,Karan Gohil,41,Stopped,March,2026,29-03-2026,28,2,56,58,319.41,3248,3548.17,19.24,Bank Transfer,Pending,Commission,6,194.88
C1091,Manish Gohil,DB007,Karan Gohil,41,Stopped,May,2026,30-05-2026,28,2,56,58,19.24,3248,3064.08,203.16,Cash,Partial,Commission,6,194.88
C1091,Manish Gohil,DB007,Karan Gohil,41,Stopped,April,2026,27-04-2026,28,2,56,58,203.16,3248,3288.24,162.92,UPI,Pending,Commission,6,194.88
C1091,Manish Gohil,DB007,Karan Gohil,41,Stopped,January,2026,29-01-2026,29,2,58,58,162.92,3364,3384.94,141.98,Bank Transfer,Pending,Commission,6,201.84
C1091,Manish Gohil,DB007,Karan Gohil,41,Stopped,February,2026,25-02-2026,24,2,48,58,141.98,2784,2782.99,142.99,UPI,Partial,Commission,6,167.04
C1091, Manish Gohil ,DB007,Karan Gohil,41,Stopped,June,2026,29-06-2026,28,2,56,58,142.99,3248,3232.37,158.62,Bank Transfer,Partial,Commission,6,194.88
C1092,Piyush Patel,DB001,Amit Patel,42,Active,February,2026,28-02-2026,26,1,26,62,-66.15,1612,1286.77,259.08,Cash,Partial,Commission,5,80.6
C1092,Piyush Patel,DB001,Amit Patel,42,Active,January,2026,27-01-2026,24,1,24,62,259.08,1488,1536.29,210.79,Cash,Partial,Commission,5,74.4
C1092,Piyush Patel,DB001,Amit Patel,42,Active,March,2026,28-03-2026,25,1,25,62,210.79,1550,,198.9,Bank Transfer,Pending,Commission,5,77.5
C1092,Piyush Patel,DB001,Amit Patel,42,Active,June,2026,28-06-2026,27,1,27,62,198.9,1674,1846.5,26.4,Cash,Pending,Commission,5,83.7
C1092,Piyush Patel,DB001,Amit Patel,42,Active,April,2026,30-04-2026,27,1,27,62,,1674,1666.86,33.54,Bank Transfer,Pending,Commission,5,83.7
C1093,Mitesh Makwana,DB002,Rahul Parmar,43,Active,May,2026,25-05-2026,30,1,30,65,-78.21,1950,1795.93,75.86,Bank Transfer,Partial,Fixed Salary,0,0
C1093,Mitesh Makwana,DB002,Rahul Parmar,43,Active,February,2026,27-02-2026,28,1,28,65,75.86,1820,1817.96,77.9,Bank Transfer,Partial,Fixed Salary,0,0
C1093,Mitesh Makwana,DB002,Rahul Parmar,43,Active,March,2026,26-03-2026,31,1,31,65,77.9,2015,1929.5,163.4,Cash,Pending,Fixed Salary,0,0
C1093,Mitesh Makwana,DB002,Rahul Parmar,43,Active,April,2026,25-04-2026,29,1,29,65,163.4,1885,1798.16,250.24,UPI,Pending,Fixed Salary,0,0
C1093,Mitesh Makwana,DB002,Rahul Parmar,43,Active,June,2026,25-06-2026,28,1,28,65,250.24,1820,2031.75,38.49,Cash,Pending,Fixed Salary,0,0
C1094,Mitesh Thakkar,DB003,Jignesh Solanki,44,Active,April,2026,30-04-2026,29,1.5,43.5,64,264.2,2784,2793.29,254.91,UPI,Partial,Commission,4,111.36
C1094,Mitesh Thakkar,DB003,Jignesh Solanki,44,Active,May,2026,27-05-2026,31,1.5,46.5,64,254.91,2976,3119.2,111.71,Bank Transfer,Partial,Commission,4,119.04
C1094,Mitesh Thakkar,DB003,Jignesh Solanki,44,Active,March,2026,28-03-2026,29,1.5,43.5,64,111.71,2784,2871.73,23.98,Cash,Pending,Commission,4,111.36
C1094,Mitesh Thakkar,DB003,Jignesh Solanki,44,Active,February,2026,25-02-2026,28,1.5,42,64,23.98,2688,2587.57,124.41,Bank Transfer,Partial,Commission,4,107.52
C1094,Mitesh Thakkar,DB003,Jignesh Solanki,44,Active,January,2026,28-01-2026,31,1.5,46.5,64,124.41,2976,2931.36,169.05,Cash,Pending,Commission,4,119.04
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,,January,2026,25-01-2026,31,0.5,15.5,60,120.2,930,951.15,99.05,Cash,Pending,Fixed Salary,0,0
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,Stopped,February,2026,25-02-2026,26,0.5,13,60,99.05,780,812.84,66.21,UPI,Partial,Fixed Salary,0,0
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,Stopped,May,2026,25-05-2026,30,0.5,15,60,66.21,900,939.73,26.48,UPI,Pending,Fixed Salary,0,0
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,Stopped,April,2026,25-04-2026,30,0.5,15,60,26.48,900,866.53,59.95,,Pending,Fixed Salary,0,0
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,Stopped,June,2026,28-06-2026,30,0.5,15,60,59.95,900,752.65,207.3,Cash,Partial,Fixed Salary,0,0
C1095,Alpesh Thakkar,DB004,Hardik Chauhan,45,Stopped,March,2026,27-03-2026,,0.5,14.5,60,207.3,870,815.72,261.58,UPI,Pending,Fixed Salary,0,0
C1096,Dilip Soni,DB005,Mehul Joshi,46,Active,January,2026,30-01-2026,14,1,14,58,1.07,812,646.36,166.71,Bank Transfer,Pending,Commission,5,40.6
C1096,Dilip Soni,DB005,Mehul Joshi,46,Active,March,2026,31-03-2026,6,1,6,58,166.71,348,422.66,92.05,UPI,Pending,Commission,5,17.4
C1096,Dilip Soni,DB005,Mehul Joshi,46,Active,April,2026,26-04-2026,18,1,18,58,92.05,1044,879.06,256.99,Cash,Pending,Commission,5,52.2
C1096,Dilip Soni,DB005,Mehul Joshi,46,Active,February,2026,28-02-2026,7,1,7,58,256.99,406,647.36,15.63,Bank Transfer,Pending,Commission,5,20.3
C1097,Piyush Rathod,DB006,Vishal Rabari,47,Active,April,2026,28-04-2026,30,1,30,65,290.8,1950,2146.52,94.28,Bank Transfer,Partial,Fixed Salary,0,0
C1097,Piyush Rathod,DB006,Vishal Rabari,47,Active,May,2026,26-05-2026,31,1,31,65,94.28,2015,1862.26,247.02,UPI,Pending,Fixed Salary,0,0
C1097,Piyush Rathod,DB006,Vishal Rabari,47,Active,January,2026,31-01-2026,30,1,30,65,247.02,1950,2109.56,87.46,Bank Transfer,Partial,Fixed Salary,0,0
C1098,Vijay Mehta,DB007,Karan Gohil,48,Stopped,February,2026,26-02-2026,27,2,54,65,250.29,3510,3502.85,257.44,UPI,Partial,Commission,6,210.6
C1098,Vijay Mehta,DB007,Karan Gohil,48,Stopped,January,2026,25-01-2026,29,2,58,65,257.44,3770,3783.15,244.29,Cash,Partial,Commission,6,226.2
C1098,Vijay Mehta,DB007,Karan Gohil,48,Stopped,June,2026,26-06-2026,30,2,60,65,244.29,3900,3975.97,168.32,UPI,Pending,Commission,6,234
C1099,Bhavesh Mehta,DB001,Amit Patel,49,Active,May,2026,28-05-2026,29,1,29,62,-62.57,1798,1674.94,60.49,UPI,Partial,Commission,5,89.9
C1099,Bhavesh Mehta,DB001,Amit Patel,49,Active,January,2026,30-01-2026,29,1,29,62,60.49,1798,1660.83,197.66,Cash,Pending,Commission,5,89.9
C1099,Bhavesh Mehta,DB001,Amit Patel,49,Active,April,2026,25-04-2026,29,1,29,62,197.66,1798,1949.21,46.45,UPI,Partial,Commission,5,89.9
C1100,Ankit Mehta,DB002,Rahul Parmar,50,Active,June,2026,30-06-2026,24,1.5,36,64,331.1,2304,2537.78,97.32,UPI,Partial,Fixed Salary,0,0
C1100,Ankit Mehta,DB002,Rahul Parmar,50,Active,May,2026,28-05-2026,24,1.5,36,64,97.32,2304,2283.87,117.45,UPI,Pending,Fixed Salary,0,0
C1100,Ankit Mehta,DB002,Rahul Parmar,50,Active,February,2026,26-02-2026,,1.5,31.5,64,117.45,2016,1941.22,192.23,UPI,Partial,Fixed Salary,0,0
C1100,Ankit Mehta,DB002,Rahul Parmar,50,Active,April,2026,27-04-2026,,1.5,37.5,64,192.23,2400,2547.55,44.68,UPI,Pending,Fixed Salary,0,0
C1101,Bhavesh Rathod,DB003,Jignesh Solanki,1,Active,June,2026,25-06-2026,24,0.5,12,58,-82.83,696,466.2,146.97,UPI,Pending,Commission,4,27.84
C1101,Bhavesh Rathod,DB003,Jignesh Solanki,1,Active,May,2026,26-05-2026,24,0.5,12,58,146.97,696,697.55,145.42,Cash,Partial,Commission,4,27.84
C1101,Bhavesh Rathod,DB003,Jignesh Solanki,1,Active,January,2026,25-01-2026,24,0.5,12,58,145.42,696,700.28,141.14,UPI,Pending,Commission,4,27.84
C1102,Naresh Thakkar,DB004,Hardik Chauhan,2,Active,January,2026,26-01-2026,30,0.5,15,58,369.42,870,1095.11,144.31,Cash,Pending,Fixed Salary,0,0
C1102,Naresh Thakkar,DB004,Hardik Chauhan,2,Active,February,2026,28-02-2026,26,0.5,13,58,144.31,754,661.99,236.32,Cash,Partial,Fixed Salary,0,0
C1102,Naresh Thakkar,DB004,Hardik Chauhan,2,Active,March,2026,29-03-2026,29,0.5,14.5,58,236.32,841,853.23,224.09,UPI,Partial,Fixed Salary,0,0
C1102,Naresh Thakkar,DB004,Hardik Chauhan,2,Active,May,2026,29-05-2026,30,0.5,15,58,224.09,870,955.67,138.42,UPI,Partial,Fixed Salary,0,0
C1103,Mahesh Patel,DB005,Mehul Joshi,3,Active,January,2026,25-01-2026,24,3,72,64,78.43,4608,4487.61,198.82,UPI,Pending,Commission,5,230.4
C1103,Mahesh Patel,DB005,Mehul Joshi,3,Active,March,2026,26-03-2026,29,3,87,64,198.82,5568,5573.39,193.43,Cash,Pending,Commission,5,278.4
C1103,Mahesh Patel,DB005,Mehul Joshi,3,Active,February,2026,26-02-2026,22,3,66,64,193.43,4224,4389.23,28.2,UPI,Partial,Commission,5,211.2
C1103,Mahesh Patel,DB005,Mehul Joshi,3,Active,April,2026,27-04-2026,25,3,75,64,28.2,4800,4747.06,81.14,Bank Transfer,Partial,Commission,5,240
C1104,Nikunj Prajapati,DB006,Vishal Rabari,4,Active,February,2026,25-02-2026,26,2.5,65,60,128.73,3900,3732.32,296.41,UPI,Partial,Fixed Salary,0,0
C1104,Nikunj Prajapati,DB006,Vishal Rabari,4,Active,March,2026,31-03-2026,29,2.5,72.5,60,296.41,4350,4614.68,31.73,UPI,Pending,Fixed Salary,0,0
C1104,Nikunj Prajapati,DB006,Vishal Rabari,4,Active,April,2026,25-04-2026,30,2.5,75,60,31.73,4500,4360.61,171.12,Bank Transfer,Partial,Fixed Salary,0,0
C1104,Nikunj Prajapati,DB006,Vishal Rabari,4,Active,May,2026,28-05-2026,29,2.5,72.5,60,171.12,4350,4475.02,46.1,Cash,Partial,Fixed Salary,0,0
C1105,Chirag Shah,DB007,Karan Gohil,5,Active,June,2026,26-06-2026,28,0.5,14,65,339.78,910,1179.6,70.18,Bank Transfer,Partial,Commission,6,54.6
C1105,Chirag Shah,DB007,Karan Gohil,5,Active,May,2026,26-05-2026,29,0.5,14.5,65,70.18,942.5,832.93,179.75,UPI,Partial,Commission,6,56.55
C1106,Sanjay Bhatti,DB001,Amit Patel,6,Active,May,2026,,30,1.5,45,60,295.8,2700,2986.13,9.67,UPI,Partial,Commission,5,135
C1106,Sanjay Bhatti,DB001,Amit Patel,6,Active,February,2026,26-02-2026,28,1.5,42,60,9.67,2520,2326.03,203.64,UPI,Pending,Commission,5,126
C1106,Sanjay Bhatti,DB001,Amit Patel,6,Active,January,2026,30-01-2026,29,1.5,43.5,60,203.64,2610,2754.18,59.46,UPI,Pending,Commission,5,130.5
C1106,Sanjay Bhatti,DB001,Amit Patel,6,Active,June,2026,28-06-2026,28,1.5,42,60,59.46,2520,2280.27,299.19,Cash,Partial,Commission,5,126
C1106,Sanjay Bhatti,DB001,Amit Patel,6,Active,March,2026,26-03-2026,31,1.5,46.5,60,299.19,2790,2855.41,233.78,UPI,Partial,Commission,5,139.5
C1107,Sanjay Thakkar,DB002,Rahul Parmar,7,Active,May,2026,31-05-2026,29,1.5,43.5,58,,2523,2200.14,223.67,UPI,Pending,Fixed Salary,0,0
C1107,Sanjay Thakkar,DB002,Rahul Parmar,7,Active,February,2026,26-02-2026,25,1.5,37.5,58,223.67,2175,2117.53,281.14,UPI,Pending,Fixed Salary,0,0
C1107,Sanjay Thakkar,DB002,Rahul Parmar,7,Active,April,2026,30-04-2026,25,1.5,37.5,58,281.14,2175,2340.39,115.75,Bank Transfer,Pending,Fixed Salary,0,0
C1107,Sanjay Thakkar,DB002,Rahul Parmar,7,Active,March,2026,25-03-2026,27,1.5,40.5,58,115.75,2349,2305.25,159.5,Bank Transfer,Partial,Fixed Salary,0,0
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,February,2026,27-02-2026,27,1,27,62,173.19,1674,1725.32,121.87,UPI,Partial,Commission,4,66.96
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,April,2026,25-04-2026,30,1,30,62,121.87,1860,1803.41,178.46,Cash,Pending,Commission,4,74.4
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,January,2026,,30,1,30,62,178.46,1860,1891.74,146.72,UPI,Partial,Commission,4,74.4
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,June,2026,28-06-2026,29,1,29,62,146.72,1798,1819.12,125.6,Bank Transfer,Pending,Commission,4,71.92
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,March,2026,,29,1,29,62,125.6,1798,1822.97,100.63,UPI,Partial,Commission,4,71.92
C1108,Kalpesh Mehta,DB003,Jignesh Solanki,8,Inactive,May,2026,27-05-2026,30,1,30,62,100.63,1860,,253.36,Bank Transfer,Partial,Commission,4,74.4
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,February,2026,27-02-2026,26,1,26,62,93.12,1612,1436.16,268.96,Cash,Pending,Fixed Salary,0,0
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,January,2026,31-01-2026,24,1,24,62,268.96,1488,1648.25,108.71,UPI,Pending,Fixed Salary,0,0
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,June,2026,28-06-2026,26,1,26,62,108.71,1612,1456.12,264.59,Cash,Pending,Fixed Salary,0,0
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,March,2026,31-03-2026,25,1,25,62,264.59,1550,1527.85,286.74,Bank Transfer,Partial,Fixed Salary,0,0
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,May,2026,25-05-2026,29,1,29,62,,1798,1794.26,290.48,Cash,Partial,Fixed Salary,0,0
C1109,Paresh Mehta,DB004,Hardik Chauhan,9,Active,April,2026,29-04-2026,28,1,28,62,290.48,1736,1973.88,52.6,UPI,Pending,Fixed Salary,0,0
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,June,2026,27-06-2026,28,3,84,62,-94.5,5208,4959.22,154.28,,Pending,Commission,5,260.4
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,May,2026,29-05-2026,30,3,90,62,154.28,5580,5625.73,108.55,Bank Transfer,Pending,Commission,5,279
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,April,2026,28-04-2026,30,3,90,62,108.55,5580,5670.64,17.91,Bank Transfer,Pending,Commission,5,279
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,January,2026,31-01-2026,30,3,90,62,17.91,5580,5390.44,207.47,UPI,Partial,Commission,5,279
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,February,2026,27-02-2026,28,3,84,62,207.47,5208,5379.75,35.72,Cash,Pending,Commission,5,260.4
C1110,Rajesh Shah,DB005,Mehul Joshi,10,Active,March,2026,25-03-2026,31,3,93,62,35.72,5766,5534.39,267.33,Bank Transfer,Pending,Commission,5,288.3
C1111,Vijay Shah,DB006,Vishal Rabari,11,Inactive,February,2026,26-02-2026,26,1,26,64,365.11,1664,1804.9,224.21,Bank Transfer,Pending,Fixed Salary,0,0
C1111,Vijay Shah,DB006,Vishal Rabari,11,Inactive,June,2026,29-06-2026,29,1,29,64,224.21,1856,1848.35,231.86,UPI,Pending,Fixed Salary,0,0
C1111,Vijay Shah,DB006,Vishal Rabari,11,Inactive,January,2026,28-01-2026,30,1,30,64,231.86,1920,1957.22,194.64,Bank Transfer,Pending,Fixed Salary,0,0
C1111,Vijay Shah,DB006,Vishal Rabari,11,Inactive,May,2026,26-05-2026,31,1,31,64,194.64,1984,2070.57,108.07,Cash,Pending,Fixed Salary,0,0
C1112,Rajesh Vekariya,DB007,Karan Gohil,12,Active,February,2026,27-02-2026,21,0.5,10.5,64,40.98,672,620.58,92.4,Bank Transfer,Partial,Commission,6,40.32
C1112,Rajesh Vekariya,DB007,Karan Gohil,12,Active,May,2026,30-05-2026,23,0.5,11.5,64,92.4,736,652.22,176.18,Cash,Pending,Commission,6,44.16
C1112,Rajesh Vekariya,DB007,Karan Gohil,12,,January,2026,29-01-2026,24,0.5,12,64,176.18,768,862.48,81.7,Cash,Partial,Commission,6,46.08
C1113,Ramesh Prajapati,DB001,Amit Patel,13,Active,March,2026,29-03-2026,29,2,58,64,-6.88,3712,3427.38,277.74,Bank Transfer,Pending,Commission,5,185.6
C1113,Ramesh Prajapati,DB001,Amit Patel,13,Active,April,2026,26-04-2026,29,2,58,64,277.74,3712,3798.61,191.13,Cash,Partial,Commission,5,185.6
C1113,Ramesh Prajapati,DB001,Amit Patel,13,Active,May,2026,31-05-2026,30,2,60,64,191.13,3840,3804.01,227.12,Cash,Pending,Commission,5,192
C1113,Ramesh Prajapati,DB001,Amit Patel,13,Active,February,2026,27-02-2026,26,2,52,64,227.12,3328,3472.5,82.62,Cash,Pending,Commission,5,166.4
C1113,Ramesh Prajapati,DB001,Amit Patel,13,Active,January,2026,25-01-2026,31,2,62,64,82.62,3968,4014.29,36.33,Cash,Partial,Commission,5,198.4
C1114,Sanjay Solanki,DB002,Rahul Parmar,14,Active,February,2026,27-02-2026,28,1.5,42,65,366.96,2730,2848.47,248.49,Bank Transfer,Partial,Fixed Salary,0,0
C1114,Sanjay Solanki,DB002,Rahul Parmar,14,Active,January,2026,31-01-2026,29,1.5,43.5,65,248.49,2827.5,2882.56,193.43,Bank Transfer,Partial,Fixed Salary,0,0
